FIPS,year,value
22007,2020-01-01,1551
22009,2020-01-01,1872
22011,2020-01-01,387
22013,2020-01-01,1097
22015,2020-01-01,1435
22017,2020-01-01,677
22019,2020-01-01,1798
22021,2020-01-01,737
22023,2020-01-01,1816
22025,2020-01-01,1690
22027,2020-01-01,1775
22029,2020-01-01,1613
22031,2020-01-01,1347
22033,2020-01-01,1746
22035,2020-01-01,1859
22037,2020-01-01,540
22039,2020-01-01,1635
22041,2020-01-01,671
22043,2020-01-01,977
22045,2020-01-01,1110
22047,2020-01-01,684
22049,2020-01-01,1958
22051,2020-01-01,1582
22053,2020-01-01,129
22055,2020-01-01,1158
22057,2020-01-01,98
22059,2020-01-01,296
22061,2020-01-01,1101
22063,2020-01-01,840
22065,2020-01-01,1773
22067,2020-01-01,1182
22069,2020-01-01,5
22071,2020-01-01,1409
22073,2020-01-01,952
22075,2020-01-01,1668
22077,2020-01-01,1904
22079,2020-01-01,1217
22081,2020-01-01,649
22083,2020-01-01,1484
22085,2020-01-01,1180
22087,2020-01-01,503
22089,2020-01-01,377
22091,2020-01-01,523
22093,2020-01-01,1628
22095,2020-01-01,1457
22097,2020-01-01,332
22099,2020-01-01,1988
22101,2020-01-01,494
22103,2020-01-01,702
22105,2020-01-01,1346
22107,2020-01-01,1856
22109,2020-01-01,1160
22111,2020-01-01,276
22113,2020-01-01,897
22115,2020-01-01,1842
22117,2020-01-01,972
22119,2020-01-01,249
22121,2020-01-01,555
22123,2020-01-01,661
22125,2020-01-01,1893
22127,2020-01-01,375
23001,2020-01-01,389
23003,2020-01-01,1102
23005,2020-01-01,1674
23007,2020-01-01,1265
23009,2020-01-01,2030
23011,2020-01-01,594
23013,2020-01-01,1952
23015,2020-01-01,768
23017,2020-01-01,613
23019,2020-01-01,1948
23021,2020-01-01,1610
23023,2020-01-01,437
23025,2020-01-01,369
23027,2020-01-01,1237
23029,2020-01-01,395
23031,2020-01-01,1930
24001,2020-01-01,1289
24003,2020-01-01,1655
24005,2020-01-01,1836
24009,2020-01-01,440
24011,2020-01-01,1757
24013,2020-01-01,933
24015,2020-01-01,1715
24017,2020-01-01,1732
24019,2020-01-01,1556
24021,2020-01-01,1157
24023,2020-01-01,1731
24025,2020-01-01,853
24027,2020-01-01,821
24029,2020-01-01,1945
24031,2020-01-01,821
24033,2020-01-01,955
24035,2020-01-01,1220
24037,2020-01-01,733
24039,2020-01-01,649
24041,2020-01-01,1739
24043,2020-01-01,1182
24045,2020-01-01,562
24047,2020-01-01,1178
24510,2020-01-01,984
25001,2020-01-01,205
25003,2020-01-01,1035
25005,2020-01-01,1489
25007,2020-01-01,1142
25009,2020-01-01,900
25011,2020-01-01,1008
25013,2020-01-01,505
25015,2020-01-01,511
25017,2020-01-01,1095
25019,2020-01-01,772
25021,2020-01-01,1390
25023,2020-01-01,430
25025,2020-01-01,1291
25027,2020-01-01,1276
26001,2020-01-01,1325
26003,2020-01-01,1428
26005,2020-01-01,1221
26007,2020-01-01,1058
26009,2020-01-01,1066
26011,2020-01-01,229
26013,2020-01-01,1936
26015,2020-01-01,425
26017,2020-01-01,863
26019,2020-01-01,440
26021,2020-01-01,1091
26023,2020-01-01,259
26025,2020-01-01,934
26027,2020-01-01,1541
26029,2020-01-01,464
26031,2020-01-01,785
26033,2020-01-01,795
26035,2020-01-01,63
26037,2020-01-01,950
26039,2020-01-01,567
26041,2020-01-01,1422
26043,2020-01-01,776
26045,2020-01-01,1037
26047,2020-01-01,211
26049,2020-01-01,305
26051,2020-01-01,177
26053,2020-01-01,2047
26055,2020-01-01,1855
26057,2020-01-01,3
26059,2020-01-01,2022
26061,2020-01-01,518
26063,2020-01-01,408
26065,2020-01-01,2031
26067,2020-01-01,42
26069,2020-01-01,1055
26071,2020-01-01,165
26073,2020-01-01,786
26075,2020-01-01,579
26077,2020-01-01,2010
26079,2020-01-01,693
26081,2020-01-01,1440
26083,2020-01-01,912
26085,2020-01-01,1781
26087,2020-01-01,984
26089,2020-01-01,177
26091,2020-01-01,465
26093,2020-01-01,23
26095,2020-01-01,422
26097,2020-01-01,1277
26099,2020-01-01,1332
26101,2020-01-01,794
26103,2020-01-01,511
26105,2020-01-01,1823
26107,2020-01-01,1714
26109,2020-01-01,1935
26111,2020-01-01,1830
26113,2020-01-01,255
26115,2020-01-01,809
26117,2020-01-01,1998
26119,2020-01-01,1102
26121,2020-01-01,446
26123,2020-01-01,277
26125,2020-01-01,1511
26127,2020-01-01,2000
26129,2020-01-01,1616
26131,2020-01-01,970
26133,2020-01-01,116
26135,2020-01-01,410
26137,2020-01-01,1434
26139,2020-01-01,1312
26141,2020-01-01,1119
26143,2020-01-01,479
26145,2020-01-01,813
26147,2020-01-01,1130
26149,2020-01-01,70
26151,2020-01-01,1131
26153,2020-01-01,351
26155,2020-01-01,796
26157,2020-01-01,37
26159,2020-01-01,1326
26161,2020-01-01,1711
26163,2020-01-01,1987
26165,2020-01-01,113
27001,2020-01-01,1374
27003,2020-01-01,1328
27005,2020-01-01,348
27007,2020-01-01,779
27009,2020-01-01,1060
27011,2020-01-01,526
27013,2020-01-01,1375
27015,2020-01-01,30
27017,2020-01-01,1286
27019,2020-01-01,303
27021,2020-01-01,1186
27023,2020-01-01,150
27025,2020-01-01,1244
27027,2020-01-01,944
27029,2020-01-01,1624
27031,2020-01-01,530
27033,2020-01-01,1318
27035,2020-01-01,1015
27037,2020-01-01,1113
27039,2020-01-01,1660
27041,2020-01-01,1894
27043,2020-01-01,334
27045,2020-01-01,1768
27047,2020-01-01,223
27049,2020-01-01,1252
27051,2020-01-01,512
27053,2020-01-01,540
27055,2020-01-01,2006
27057,2020-01-01,1623
27059,2020-01-01,1159
27061,2020-01-01,1588
27063,2020-01-01,1272
27065,2020-01-01,1232
27067,2020-01-01,1110
27069,2020-01-01,1760
27071,2020-01-01,646
27073,2020-01-01,467
27075,2020-01-01,1769
27077,2020-01-01,141
27079,2020-01-01,1475
27081,2020-01-01,1908
27083,2020-01-01,1211
27085,2020-01-01,1064
27087,2020-01-01,964
27089,2020-01-01,1590
27091,2020-01-01,1650
27093,2020-01-01,1555
27095,2020-01-01,825
27097,2020-01-01,1021
27099,2020-01-01,304
27101,2020-01-01,149
27103,2020-01-01,1571
27105,2020-01-01,1510
27107,2020-01-01,413
27109,2020-01-01,887
27111,2020-01-01,839
27113,2020-01-01,1876
27115,2020-01-01,1730
27117,2020-01-01,1643
27119,2020-01-01,1563
27121,2020-01-01,1626
27123,2020-01-01,1016
27125,2020-01-01,148
27127,2020-01-01,1670
27129,2020-01-01,137
27131,2020-01-01,289
27133,2020-01-01,1225
27135,2020-01-01,1579
27137,2020-01-01,1638
27139,2020-01-01,2032
27141,2020-01-01,1582
27143,2020-01-01,296
27145,2020-01-01,1759
27147,2020-01-01,714
27149,2020-01-01,1083
27151,2020-01-01,1955
27153,2020-01-01,1668
27155,2020-01-01,1889
27157,2020-01-01,1054
27159,2020-01-01,1795
27161,2020-01-01,1753
27163,2020-01-01,1086
27165,2020-01-01,1175
27167,2020-01-01,2018
27169,2020-01-01,1983
27171,2020-01-01,221
27173,2020-01-01,843
28001,2020-01-01,703
28003,2020-01-01,1749
28005,2020-01-01,1077
28007,2020-01-01,1086
28009,2020-01-01,1522
28011,2020-01-01,1437
28013,2020-01-01,426
28015,2020-01-01,1889
28017,2020-01-01,1995
28019,2020-01-01,517
28021,2020-01-01,536
28023,2020-01-01,1642
28025,2020-01-01,1303
28027,2020-01-01,1369
28029,2020-01-01,1965
28031,2020-01-01,1809
28033,2020-01-01,168
28035,2020-01-01,815
28037,2020-01-01,2017
28039,2020-01-01,1941
28041,2020-01-01,984
28043,2020-01-01,1134
28045,2020-01-01,1607
28047,2020-01-01,837
28049,2020-01-01,422
28051,2020-01-01,1906
28053,2020-01-01,277
28055,2020-01-01,296
28057,2020-01-01,569
28059,2020-01-01,1400
28061,2020-01-01,1899
28063,2020-01-01,1301
28065,2020-01-01,897
28067,2020-01-01,1419
28069,2020-01-01,1031
28071,2020-01-01,312
28073,2020-01-01,922
28075,2020-01-01,1353
28077,2020-01-01,755
28079,2020-01-01,1949
28081,2020-01-01,1159
28083,2020-01-01,694
28085,2020-01-01,484
28087,2020-01-01,1008
28089,2020-01-01,1905
28091,2020-01-01,146
28093,2020-01-01,1209
28095,2020-01-01,1991
28097,2020-01-01,873
28099,2020-01-01,238
28101,2020-01-01,1166
28103,2020-01-01,1289
28105,2020-01-01,378
28107,2020-01-01,1413
28109,2020-01-01,570
28111,2020-01-01,82
28113,2020-01-01,224
28115,2020-01-01,155
28117,2020-01-01,596
28119,2020-01-01,969
28121,2020-01-01,1280
28123,2020-01-01,203
28125,2020-01-01,1516
28127,2020-01-01,269
28129,2020-01-01,1112
28131,2020-01-01,602
28133,2020-01-01,1096
28135,2020-01-01,1413
28137,2020-01-01,1762
28139,2020-01-01,1347
28141,2020-01-01,1581
28143,2020-01-01,1575
28145,2020-01-01,551
28147,2020-01-01,297
28149,2020-01-01,1191
28151,2020-01-01,1216
28153,2020-01-01,953
28155,2020-01-01,1098
28157,2020-01-01,444
28159,2020-01-01,1206
28161,2020-01-01,93
28163,2020-01-01,348
29001,2020-01-01,868
29003,2020-01-01,184
29005,2020-01-01,591
29007,2020-01-01,349
29009,2020-01-01,480
29011,2020-01-01,1347
29013,2020-01-01,1762
29015,2020-01-01,1676
29017,2020-01-01,68
29019,2020-01-01,596
29021,2020-01-01,140
29023,2020-01-01,1533
29025,2020-01-01,154
29027,2020-01-01,577
29029,2020-01-01,1191
29031,2020-01-01,676
29033,2020-01-01,1703
29035,2020-01-01,1336
29037,2020-01-01,921
29039,2020-01-01,532
29041,2020-01-01,1859
29043,2020-01-01,764
29045,2020-01-01,655
29047,2020-01-01,65
29049,2020-01-01,227
29051,2020-01-01,1095
29053,2020-01-01,1642
29055,2020-01-01,1679
29057,2020-01-01,1533
29059,2020-01-01,297
29061,2020-01-01,20
29063,2020-01-01,1737
29065,2020-01-01,1462
29067,2020-01-01,689
29069,2020-01-01,402
29071,2020-01-01,708
29073,2020-01-01,1938
29075,2020-01-01,946
29077,2020-01-01,1749
29079,2020-01-01,1798
29081,2020-01-01,1315
29083,2020-01-01,1143
29085,2020-01-01,362
29087,2020-01-01,1873
29089,2020-01-01,1424
29091,2020-01-01,330
29093,2020-01-01,1979
29095,2020-01-01,1867
29097,2020-01-01,182
29099,2020-01-01,1523
29101,2020-01-01,41
29103,2020-01-01,742
29105,2020-01-01,498
29107,2020-01-01,782
29109,2020-01-01,1372
29111,2020-01-01,381
29113,2020-01-01,1950
29115,2020-01-01,77
29117,2020-01-01,204
29119,2020-01-01,770
29121,2020-01-01,886
29123,2020-01-01,1053
29125,2020-01-01,5
29127,2020-01-01,16
29129,2020-01-01,1624
29131,2020-01-01,1889
29133,2020-01-01,1598
29135,2020-01-01,1036
29137,2020-01-01,484
29139,2020-01-01,1379
29141,2020-01-01,1897
29143,2020-01-01,1298
29145,2020-01-01,1105
29147,2020-01-01,736
29149,2020-01-01,1870
29151,2020-01-01,403
29153,2020-01-01,1103
29155,2020-01-01,311
29157,2020-01-01,762
29159,2020-01-01,90
29161,2020-01-01,1508
29163,2020-01-01,918
29165,2020-01-01,167
29167,2020-01-01,325
29169,2020-01-01,1480
29171,2020-01-01,200
29173,2020-01-01,1548
29175,2020-01-01,1693
29177,2020-01-01,221
29179,2020-01-01,362
29181,2020-01-01,634
29183,2020-01-01,1707
29185,2020-01-01,1040
29186,2020-01-01,945
29187,2020-01-01,1523
29189,2020-01-01,1693
29195,2020-01-01,0
29197,2020-01-01,1579
29199,2020-01-01,268
29201,2020-01-01,1487
29203,2020-01-01,578
29205,2020-01-01,1232
29207,2020-01-01,283
29209,2020-01-01,1566
29211,2020-01-01,850
29213,2020-01-01,1483
29215,2020-01-01,86
29217,2020-01-01,185
29219,2020-01-01,890
29221,2020-01-01,347
29223,2020-01-01,313
29225,2020-01-01,1479
29227,2020-01-01,1288
29229,2020-01-01,1124
29510,2020-01-01,1499
30001,2020-01-01,1198
30003,2020-01-01,560
30005,2020-01-01,800
30007,2020-01-01,1676
30009,2020-01-01,845
30011,2020-01-01,1711
30013,2020-01-01,1849
30015,2020-01-01,699
30017,2020-01-01,677
30019,2020-01-01,347
30021,2020-01-01,1564
30023,2020-01-01,307
30025,2020-01-01,958
30027,2020-01-01,1444
30029,2020-01-01,1551
30031,2020-01-01,193
30033,2020-01-01,1480
30035,2020-01-01,1402
30037,2020-01-01,1459
30039,2020-01-01,1611
30041,2020-01-01,1439
30043,2020-01-01,1790
30045,2020-01-01,1270
30047,2020-01-01,1060
30049,2020-01-01,1969
30051,2020-01-01,111
30053,2020-01-01,266
30055,2020-01-01,853
30057,2020-01-01,622
30059,2020-01-01,1076
30061,2020-01-01,1679
30063,2020-01-01,1715
30065,2020-01-01,785
30067,2020-01-01,666
30069,2020-01-01,1062
30071,2020-01-01,1756
30073,2020-01-01,308
30075,2020-01-01,19
30077,2020-01-01,1252
30079,2020-01-01,1604
30081,2020-01-01,318
30083,2020-01-01,2019
30085,2020-01-01,1013
30087,2020-01-01,1321
30089,2020-01-01,1001
30091,2020-01-01,553
30093,2020-01-01,879
30095,2020-01-01,97
30097,2020-01-01,543
30099,2020-01-01,1695
30101,2020-01-01,803
30103,2020-01-01,901
30105,2020-01-01,1601
30107,2020-01-01,732
30109,2020-01-01,1065
30111,2020-01-01,415
31001,2020-01-01,289
31003,2020-01-01,861
31005,2020-01-01,1226
31007,2020-01-01,866
31009,2020-01-01,1429
31011,2020-01-01,1816
31013,2020-01-01,1687
31015,2020-01-01,895
31017,2020-01-01,675
31019,2020-01-01,81
31021,2020-01-01,1852
31023,2020-01-01,790
31025,2020-01-01,1423
31027,2020-01-01,1051
31029,2020-01-01,1367
31031,2020-01-01,1773
31033,2020-01-01,64
31035,2020-01-01,1293
31037,2020-01-01,1953
31039,2020-01-01,428
31041,2020-01-01,1132
31043,2020-01-01,26
31045,2020-01-01,942
31047,2020-01-01,1593
31049,2020-01-01,395
31051,2020-01-01,1428
31053,2020-01-01,674
31055,2020-01-01,947
31057,2020-01-01,988
31059,2020-01-01,373
31061,2020-01-01,964
31063,2020-01-01,593
31065,2020-01-01,8
31067,2020-01-01,84
31069,2020-01-01,1399
31071,2020-01-01,1458
31073,2020-01-01,1552
31075,2020-01-01,11
31077,2020-01-01,899
31079,2020-01-01,1754
31081,2020-01-01,653
31083,2020-01-01,1007
31085,2020-01-01,862
31087,2020-01-01,1577
31089,2020-01-01,1714
31091,2020-01-01,1293
31093,2020-01-01,1310
31095,2020-01-01,1827
31097,2020-01-01,242
31099,2020-01-01,1810
31101,2020-01-01,1521
31103,2020-01-01,52
31105,2020-01-01,145
31107,2020-01-01,1515
31109,2020-01-01,632
31111,2020-01-01,1594
31113,2020-01-01,362
31115,2020-01-01,1785
31117,2020-01-01,628
31119,2020-01-01,1032
31121,2020-01-01,1606
31123,2020-01-01,1158
31125,2020-01-01,1082
31127,2020-01-01,1621
31129,2020-01-01,872
31131,2020-01-01,714
31133,2020-01-01,1642
31135,2020-01-01,644
31137,2020-01-01,1769
31139,2020-01-01,699
31141,2020-01-01,1010
31143,2020-01-01,192
31145,2020-01-01,1707
31147,2020-01-01,0
31149,2020-01-01,151
31151,2020-01-01,250
31153,2020-01-01,1081
31155,2020-01-01,389
31157,2020-01-01,1646
31159,2020-01-01,335
31161,2020-01-01,966
31163,2020-01-01,338
31165,2020-01-01,738
31167,2020-01-01,1115
31169,2020-01-01,1673
31171,2020-01-01,1764
31173,2020-01-01,1967
31175,2020-01-01,1790
31177,2020-01-01,1555
31179,2020-01-01,43
31181,2020-01-01,492
31183,2020-01-01,1618
31185,2020-01-01,387
32001,2020-01-01,882
32003,2020-01-01,1165
32005,2020-01-01,1515
32007,2020-01-01,1202
32009,2020-01-01,1784
32011,2020-01-01,630
32013,2020-01-01,1934
32015,2020-01-01,2
32017,2020-01-01,1681
32019,2020-01-01,1974
32021,2020-01-01,136
32023,2020-01-01,1292
32027,2020-01-01,1054
32029,2020-01-01,325
32031,2020-01-01,887
32033,2020-01-01,1549
32510,2020-01-01,57
33001,2020-01-01,1666
33003,2020-01-01,1362
33005,2020-01-01,316
33007,2020-01-01,691
33009,2020-01-01,344
33011,2020-01-01,1040
33013,2020-01-01,809
33015,2020-01-01,601
33017,2020-01-01,104
33019,2020-01-01,281
34001,2020-01-01,970
34003,2020-01-01,467
34005,2020-01-01,673
34007,2020-01-01,315
34009,2020-01-01,329
34011,2020-01-01,916
34013,2020-01-01,193
34015,2020-01-01,515
34017,2020-01-01,1966
34019,2020-01-01,1797
34021,2020-01-01,1791
34023,2020-01-01,1656
34025,2020-01-01,473
34027,2020-01-01,186
34029,2020-01-01,1452
34031,2020-01-01,1339
34033,2020-01-01,997
34035,2020-01-01,1653
34037,2020-01-01,509
34039,2020-01-01,1657
34041,2020-01-01,1009
35001,2020-01-01,1764
35003,2020-01-01,880
35005,2020-01-01,759
35006,2020-01-01,22
35007,2020-01-01,98
35009,2020-01-01,1737
35011,2020-01-01,1528
35013,2020-01-01,1402
35015,2020-01-01,1758
35017,2020-01-01,1506
35019,2020-01-01,1228
35021,2020-01-01,1470
35023,2020-01-01,392
35025,2020-01-01,264
35027,2020-01-01,1416
35028,2020-01-01,1546
35029,2020-01-01,1719
35031,2020-01-01,1941
35033,2020-01-01,959
35035,2020-01-01,457
35037,2020-01-01,1892
35039,2020-01-01,1351
35041,2020-01-01,638
35043,2020-01-01,1617
35045,2020-01-01,424
35047,2020-01-01,993
35049,2020-01-01,868
35051,2020-01-01,1409
35053,2020-01-01,1750
35055,2020-01-01,1453
35057,2020-01-01,1638
35059,2020-01-01,1200
35061,2020-01-01,337
36001,2020-01-01,1341
36003,2020-01-01,1500
36005,2020-01-01,421
36007,2020-01-01,1461
36009,2020-01-01,1194
36011,2020-01-01,1558
36013,2020-01-01,930
36015,2020-01-01,1032
36017,2020-01-01,1367
36019,2020-01-01,1271
36021,2020-01-01,1691
36023,2020-01-01,865
36025,2020-01-01,759
36027,2020-01-01,868
36029,2020-01-01,1142
36031,2020-01-01,346
36033,2020-01-01,1248
36035,2020-01-01,678
36037,2020-01-01,597
36039,2020-01-01,346
36041,2020-01-01,1772
36043,2020-01-01,1923
36045,2020-01-01,883
36047,2020-01-01,682
36049,2020-01-01,1514
36051,2020-01-01,1770
36053,2020-01-01,1277
36055,2020-01-01,655
36057,2020-01-01,741
36059,2020-01-01,209
36061,2020-01-01,655
36063,2020-01-01,1610
36065,2020-01-01,74
36067,2020-01-01,1943
36069,2020-01-01,1200
36071,2020-01-01,476
36073,2020-01-01,1093
36075,2020-01-01,1537
36077,2020-01-01,1872
36079,2020-01-01,1557
36081,2020-01-01,853
36083,2020-01-01,889
36085,2020-01-01,618
36087,2020-01-01,1682
36089,2020-01-01,883
36091,2020-01-01,1233
36093,2020-01-01,866
36095,2020-01-01,930
36097,2020-01-01,1182
36099,2020-01-01,1317
36101,2020-01-01,1113
36103,2020-01-01,976
36105,2020-01-01,336
36107,2020-01-01,1300
36109,2020-01-01,1396
36111,2020-01-01,18
36113,2020-01-01,1298
36115,2020-01-01,1871
36117,2020-01-01,1078
36119,2020-01-01,966
36121,2020-01-01,1027
36123,2020-01-01,632
37001,2020-01-01,1149
37003,2020-01-01,1072
37005,2020-01-01,1984
37007,2020-01-01,1983
37009,2020-01-01,679
37011,2020-01-01,1379
37013,2020-01-01,918
37015,2020-01-01,775
37017,2020-01-01,1008
37019,2020-01-01,243
37021,2020-01-01,1886
37023,2020-01-01,1079
37025,2020-01-01,1112
37027,2020-01-01,1114
37029,2020-01-01,446
37031,2020-01-01,1916
37033,2020-01-01,1882
37035,2020-01-01,1539
37037,2020-01-01,978
37039,2020-01-01,429
37041,2020-01-01,979
37043,2020-01-01,65
37045,2020-01-01,1505
37047,2020-01-01,1129
37049,2020-01-01,1026
37051,2020-01-01,431
37053,2020-01-01,510
37055,2020-01-01,1695
37057,2020-01-01,364
37059,2020-01-01,1116
37061,2020-01-01,2047
37063,2020-01-01,1463
37065,2020-01-01,143
37067,2020-01-01,916
37069,2020-01-01,322
37071,2020-01-01,219
37073,2020-01-01,284
37075,2020-01-01,968
37077,2020-01-01,387
37079,2020-01-01,1988
37081,2020-01-01,1647
37083,2020-01-01,504
37085,2020-01-01,1676
37087,2020-01-01,609
37089,2020-01-01,1153
37091,2020-01-01,1928
37093,2020-01-01,357
37095,2020-01-01,1583
37097,2020-01-01,985
37099,2020-01-01,2028
37101,2020-01-01,1284
37103,2020-01-01,434
37105,2020-01-01,389
37107,2020-01-01,1240
37109,2020-01-01,469
37111,2020-01-01,1203
37113,2020-01-01,1074
37115,2020-01-01,148
37117,2020-01-01,1950
37119,2020-01-01,1393
37121,2020-01-01,116
37123,2020-01-01,724
37125,2020-01-01,1506
37127,2020-01-01,877
37129,2020-01-01,618
37131,2020-01-01,1304
37133,2020-01-01,1044
37135,2020-01-01,112
37137,2020-01-01,319
37139,2020-01-01,701
37141,2020-01-01,1026
37143,2020-01-01,77
37145,2020-01-01,1876
37147,2020-01-01,1113
37149,2020-01-01,1385
37151,2020-01-01,610
37153,2020-01-01,669
37155,2020-01-01,58
37157,2020-01-01,1769
37159,2020-01-01,668
37161,2020-01-01,1523
37163,2020-01-01,1165
37165,2020-01-01,1093
37167,2020-01-01,1660
37169,2020-01-01,564
37171,2020-01-01,1557
37173,2020-01-01,1654
37175,2020-01-01,1517
37177,2020-01-01,1101
37179,2020-01-01,1170
37181,2020-01-01,798
37183,2020-01-01,2018
37185,2020-01-01,1886
37187,2020-01-01,643
37189,2020-01-01,1829
37191,2020-01-01,1178
37193,2020-01-01,1241
37195,2020-01-01,57
37197,2020-01-01,1013
37199,2020-01-01,348
38001,2020-01-01,1512
38003,2020-01-01,1166
38005,2020-01-01,67
38007,2020-01-01,1702
38009,2020-01-01,1028
38011,2020-01-01,1328
38013,2020-01-01,640
38015,2020-01-01,998
38017,2020-01-01,1071
38019,2020-01-01,1938
38021,2020-01-01,1145
38023,2020-01-01,444
38025,2020-01-01,1245
